"badChar","badClick","badDist","badScaleCheck","badMC","badTotal","participant"
0,0,0,1,0,1,"R_3I3lezPpnYTfl5u"
0,0,1,1,0,2,"R_2cqIV0PAQOFFw8y"
0,0,0,1,0,1,"R_1HipIA4AKelNHHt"
0,0,0,1,0,1,"R_3kpNUK9hv2IOCgI"
0,0,0,1,0,1,"R_2QmuabLYVMRJ2MB"
0,0,1,1,0,2,"R_1OJKoEaiFTQBOVF"
0,0,0,1,0,1,"R_1OZcP5doWhCyL10"
0,0,0,1,0,1,"R_8q2iCnYAJ9QuIWR"
1,0,0,1,0,2,"R_3PsH8iTyAEzwAhD"
1,0,0,1,0,2,"R_3iR5Q5I6H22VnA0"
0,0,1,1,0,2,"R_1cStf9c98T0AoTu"
0,0,0,1,0,1,"R_2VfmgqtoBS3075k"
1,0,0,1,0,2,"R_1GCeGj73Ieni3mm"
0,0,0,1,0,1,"R_1rpFOXbxs3nh6L7"
0,0,1,1,0,2,"R_1rwxqVcb2yb51A1"
0,0,1,1,0,2,"R_12GBRDsVCAAN0Bh"
0,0,0,1,0,1,"R_3DqkydQB2GcN43i"
0,0,0,1,0,1,"R_1JVFoFAG1kdFBVh"
0,0,1,1,0,2,"R_41viNEfMcCHRHa1"
0,0,0,1,0,1,"R_2cCxesoTojcsthN"
0,0,0,0,0,0,"R_3nVQyUwkOEOi7K8"
0,0,0,0,1,1,"R_2Y5h5XSeMeEZxoY"
0,0,0,1,0,1,"R_73DafbMRni2miI1"
0,0,0,1,1,2,"R_574EfHUsXbpTLCV"
0,0,0,1,0,1,"R_2t9hagpWb98UrkU"
0,0,0,1,0,1,"R_3sn7SuG2LfjiqJe"
0,0,0,1,0,1,"R_3iFjrJWZ4mPiqPt"
0,0,0,1,0,1,"R_3M6unpscViPBUCz"
0,0,0,1,0,1,"R_3r36lVQ5MaAOcdy"
0,0,1,1,0,2,"R_8tQ7Ka0AMOwyyhb"
0,0,0,1,0,1,"R_3CPfxamCt9s2nOg"
0,0,0,1,0,1,"R_RqS39aAzsr537Rn"
0,0,0,1,0,1,"R_2ah3ZWdeNlW1PSm"
0,0,0,1,0,1,"R_27kBNVxcw2WOyJX"
0,0,0,1,1,2,"R_RfvIcuTWdkG9VTj"
0,0,1,1,0,2,"R_1CaxnORs8U7h2S1"
0,0,0,1,0,1,"R_xDHpNfDMRZPIDdL"
0,0,0,1,0,1,"R_2wgHFLWnydDDinw"
0,0,1,1,0,2,"R_8k9HUyDgvX3FHH3"
0,0,0,1,0,1,"R_3FKHaBMK19PsnYR"
0,0,0,1,0,1,"R_8uCfF21MeR5URl7"
0,0,0,0,1,1,"R_3oYdN5zhCAST1oO"
0,0,0,1,0,1,"R_2UgzY4pHvjNDdfc"
0,0,0,1,1,2,"R_1roTyc1nGR23puu"
0,0,0,1,0,1,"R_1IiM5daiIv0dIHi"
0,0,0,1,0,1,"R_3KHm62ZCoc0eUrE"
0,0,0,1,0,1,"R_28ZC1pnkmxanARK"
1,0,0,1,0,2,"R_2Xd226Y6QyQo2iU"
0,0,0,1,0,1,"R_ApJ9lSI0YRsIu8V"
0,0,0,1,0,1,"R_2y9oQvEYL0b7dlN"
0,0,0,1,0,1,"R_2bGVZ42WHPp98oa"
0,0,0,1,0,1,"R_06y180uueiVroRP"
1,0,0,1,0,2,"R_31yhI3XZ9PQ7HOn"
0,0,1,1,0,2,"R_2CevCeQcyxUBkEs"
0,0,1,1,0,2,"R_2ErT1Fdm8vptl56"
0,0,0,1,0,1,"R_1GIHQLLknThHYrB"
0,0,1,1,0,2,"R_2ccJau9944RjvVA"
0,0,0,1,0,1,"R_OO2sEtvREEkS15n"
0,0,0,0,0,0,"R_2rPIJypkoFwKjXg"
0,0,0,1,0,1,"R_25yWAU9fgqRR80m"
0,0,0,1,0,1,"R_1cZCtpRe9KXijKD"
0,0,1,1,0,2,"R_2f6WaujLXdou5cR"
1,0,0,1,1,3,"R_2SprzxdjwLyGwC2"
0,0,0,1,0,1,"R_Wjs6qd9jtXreI0h"
0,0,0,1,0,1,"R_2dGxri3ESZsAOG5"
1,0,0,0,0,1,"R_33DuB0h2eM1kSJK"
0,0,1,1,0,2,"R_3oKHSlNhoJ1zBL6"
0,0,0,1,0,1,"R_2fwCA57IzHc0KGy"
0,0,0,1,0,1,"R_1EcI7lepVtHiL75"
0,0,0,1,0,1,"R_s83ihAwc8g9i8lH"
1,0,0,0,1,2,"R_2cnlAoXCNuUIBG8"
0,0,0,1,1,2,"R_2zwQlVXeLwGhKCV"
0,0,1,0,0,1,"R_3fB4RtkNcCyRxYc"
0,0,0,0,0,0,"R_uk8ZiIwRRYoT1GF"
0,0,1,1,0,2,"R_W1fwOtXlHZiUHYJ"
0,0,0,1,0,1,"R_3sywtKO5fP48H3X"
0,0,0,1,0,1,"R_2RVywS4TS4UvXnA"
0,0,1,1,0,2,"R_0kCv6Yi1EZ7TlHb"
0,0,0,1,0,1,"R_3HRCX557l2iMtlx"
0,0,1,1,0,2,"R_28BOwDBYqAMTvc7"
0,0,0,1,0,1,"R_w6mlNK945eXW8bT"
1,0,0,0,1,2,"R_1k0r6G1L4qhp8d6"
0,0,1,1,0,2,"R_sHvIXV1IuBAAchj"
0,0,0,1,1,2,"R_wO8RvOKMc5vPWQF"
0,0,0,1,0,1,"R_217iBKJx6BRi56Q"
0,0,1,1,0,2,"R_2fdlECbcvzhxJhC"
0,0,1,1,0,2,"R_1Cw2XqrChZGamr2"
0,0,0,1,0,1,"R_1meD2LSpsO8gcuf"
0,0,0,1,0,1,"R_24C5DFKu8Kq4zrD"
0,0,0,1,0,1,"R_PCjBAUk9o75Inip"
0,0,1,1,0,2,"R_1238MnRf8ilEo4z"
0,0,0,1,0,1,"R_2shCMrVsk6VxNbH"
0,0,0,0,0,0,"R_XpoHBHdgzg6dV3b"
1,0,1,1,0,3,"R_1OE7zC0XtEPPPCx"
0,0,1,1,0,2,"R_2wU0SNh07b55PYx"
0,0,0,1,0,1,"R_3EMyWUHzvH10X9Z"
0,0,1,1,0,2,"R_3qKfbyDfH5pdfJI"
1,0,1,1,0,3,"R_2SBsYJpBPfpYfCi"
0,0,1,1,0,2,"R_a3RFbGi8sBmRBbb"
0,0,0,1,0,1,"R_21n48VMOKoCmEaM"
0,0,1,1,0,2,"R_ROCgapkcGIOdUs1"
0,0,0,1,0,1,"R_2YfEgty5JiV61i3"
1,0,0,1,1,3,"R_271XHXum7htjPTA"
0,0,0,1,0,1,"R_30uAblxgFIZhIZo"
0,0,0,1,1,2,"R_WqcKPtDjs9XFxgR"
0,0,0,1,0,1,"R_2CTxVFR7jvmbfaD"
1,0,0,0,0,1,"R_3NIGQGXiM4TH0RE"
0,0,1,1,0,2,"R_9vrnu9VNCwtWHbb"
1,0,0,1,0,2,"R_2P57ZqsxrKrFjFx"
0,0,0,1,0,1,"R_Y9efJJZCAq7ECZj"
0,0,0,0,0,0,"R_296cG1kbQnwRqNK"
0,0,0,1,0,1,"R_3dW9t6muTctwXuk"
0,0,0,1,0,1,"R_1rJPGc4fi5itqvk"
0,0,1,1,0,2,"R_b9Jwh8HVfV92lmp"
0,0,0,0,0,0,"R_238LXtxEiDi36Vw"
0,0,0,1,0,1,"R_1Oq7yq87T3B7966"
0,0,0,0,0,0,"R_BA3YENnpHmwUUA9"
1,0,0,1,0,2,"R_2zBd88k4KlnaBEw"
0,0,0,1,0,1,"R_yryzd6ItMGyjl17"
0,0,0,0,0,0,"R_1E4NooR0hFuEDP9"
1,0,0,0,0,1,"R_2Xjp2csdvwzbLxD"
1,0,0,0,0,1,"R_27qfEn2VVR7DPbX"
0,0,0,1,0,1,"R_3qUzdiwoojB34qw"
0,0,0,1,0,1,"R_2QXMmAVShiu5BG5"
1,0,0,0,1,2,"R_8HpeJVSPEjyVDKF"
0,0,0,1,0,1,"R_PYUKUtyvexZcSOt"
0,0,0,1,0,1,"R_yJZOyMZYIvyIFMZ"
0,0,0,1,0,1,"R_PUntN9zErOU8lGx"
0,0,0,1,0,1,"R_2dZygrP4CKaKVrv"
0,0,1,1,0,2,"R_2X6Rx4gx4j5HSun"
0,0,0,1,0,1,"R_s7GkY0pvtKWnr8t"
0,0,0,1,0,1,"R_9n0sbDDAOtxEoCt"
1,0,0,1,0,2,"R_2bN4E1yV9SoPSAK"
0,0,0,1,0,1,"R_2xFd7WOrFxPByL4"
0,0,0,1,0,1,"R_23gGK0bo3S7ZeTF"
0,0,0,1,0,1,"R_1FL267hbVC5icxA"
0,0,1,1,0,2,"R_2zopYLMBpcKqoaD"
0,0,1,1,0,2,"R_2P0gbIcdD97Lm5h"
1,1,0,0,1,3,"R_eCN2MWswBnpGmuB"
0,0,0,1,0,1,"R_2b1P28eDcl0MGTY"
0,0,0,0,1,1,"R_10xFSdxXLV1rfoO"
0,0,0,1,0,1,"R_ysdALlzXu77eufD"
0,0,0,1,0,1,"R_28NFJq7bnnDN1c7"
1,0,0,0,1,2,"R_2bPs0MefV2RmUnR"
0,0,0,1,0,1,"R_2TFZcPMXW4CcKRZ"
0,0,0,1,0,1,"R_2rZ9BbjAwnfBhNg"
0,0,0,0,0,0,"R_Zt65YfdEkJQSNzP"
0,0,0,1,0,1,"R_26kIhdPNNO4RL4k"
0,0,0,1,0,1,"R_3ewOOe1TCODABVQ"
0,0,0,1,0,1,"R_3lqjB9PvVZ04i0p"
0,0,1,1,1,3,"R_3EEXVJY65rh0fb2"
0,0,1,1,0,2,"R_UlJDEA3GMCtKe2d"
0,0,1,1,0,2,"R_3GlgOlmV2joIGic"
0,0,1,1,0,2,"R_12Fp1RHOLaADXT1"
0,0,0,1,0,1,"R_2Bo2fTMQcT9GdzB"
0,0,0,1,1,2,"R_5ccWg1v79uCH3dD"
0,0,0,1,0,1,"R_3pkTgB4M6PuYjuE"
0,0,0,1,0,1,"R_1QmWYEaPiphcUeJ"
0,0,0,1,0,1,"R_3rFZ6y3YdQ6ghVK"
0,0,0,1,0,1,"R_1BWNBgtJCqYpGRH"
0,0,1,0,1,2,"R_2QVrnA7zAxWqNtw"
0,0,0,1,0,1,"R_1FSburRkdPVbQX1"
1,0,0,1,1,3,"R_sdQGtIPXXKWKhih"
0,0,0,1,0,1,"R_cDf6dqAmMmBiKnn"
0,0,0,1,0,1,"R_31ElJdrrhoJaxL4"
0,0,0,1,0,1,"R_8BnkZyqyEJEh8g9"
0,0,1,1,0,2,"R_29yWQPTFE7uK1u9"
0,0,1,1,0,2,"R_6SiHBrfpx51VeIp"
0,0,0,0,0,0,"R_3lt1HOQqKc5ndeY"
0,0,0,1,0,1,"R_Tkh8JQ8JCvx5Gff"
0,0,0,1,0,1,"R_2WwoyFpz6WcsGI1"
0,0,0,1,0,1,"R_2bK8xafNvPcu7yX"
1,0,1,1,0,3,"R_3NCCiB0RIqbqHZB"
0,0,0,1,0,1,"R_2CQFtXpKOvJQGpV"
1,0,0,1,1,3,"R_20NXxkm2JdqwrVA"
0,0,0,1,0,1,"R_3I8pE2kGTQBp7Hj"
0,0,1,1,0,2,"R_3L58W7yXtRW6JE5"
0,0,0,1,0,1,"R_1mgThrQYu9NtbP4"
0,0,0,0,0,0,"R_3nODRdlB0v5d4Gk"
0,0,0,1,0,1,"R_2zDbKdPxcIsCM9E"
0,0,0,1,0,1,"R_OBdOrAeX0O1THJT"
0,0,0,1,0,1,"R_3OqCFyXlQJCVHfa"
0,0,0,1,0,1,"R_2PpSSXDYDoOJfxS"
0,0,0,1,0,1,"R_2D8t67vOiekNYuI"
0,0,0,1,0,1,"R_2zIJRGyZO6JY5fY"
0,0,0,1,0,1,"R_3FKYOyZcW10Z5Hj"
1,0,0,1,0,2,"R_1LSUIL0zE2mdpJI"
0,0,1,1,0,2,"R_O8YyUlHbPZoeWMF"
0,0,0,1,0,1,"R_2Y3qcIWAola3IG3"
0,0,0,1,0,1,"R_2CqeLDsGFirrHQU"
0,0,1,1,0,2,"R_DCzVohNAQktmceJ"
0,0,0,1,0,1,"R_1Kg6FPCHfyl52Tk"
0,0,0,1,0,1,"R_RCsAXTKxbf2Az61"
0,0,0,1,0,1,"R_11X8ZX61KcSw9vV"
0,0,0,1,0,1,"R_2w5M1VcZF6WZilt"
0,0,0,1,0,1,"R_22yJ82bt2thzBqQ"
0,0,0,1,0,1,"R_3LkhMl2LaGd2Lli"
0,0,1,1,0,2,"R_bxYFMZgue4GUAJb"
0,0,0,1,0,1,"R_2dKruw48ujhWj0Y"
0,0,0,1,0,1,"R_YSMIsRPH24QMOXf"
1,0,0,1,1,3,"R_2f7eDf98cf1We5X"
0,0,0,1,0,1,"R_2dSYGZWhGrWU0NL"
0,0,0,1,0,1,"R_2uqiIeJE0Ww1wAW"
0,0,0,1,0,1,"R_1pSDbrk6KruZ0ZQ"
1,0,0,1,0,2,"R_3HnmFTGWGaQ2M4r"
0,0,0,1,0,1,"R_3g6nWvXPpOL1Sqi"
1,0,0,1,0,2,"R_3isVILti0uyWR7B"
0,0,1,1,1,3,"R_3k6DklyCHekKY3Z"
0,0,0,1,0,1,"R_eFNBgEGxJa70H3b"
0,0,0,0,0,0,"R_en8ma0HRpCOjlDj"
0,0,1,1,0,2,"R_22Xp3ZPrcWEmRVu"
0,0,0,1,0,1,"R_2Qh6kvntZREV8Hj"
0,0,1,1,0,2,"R_1jPWp2bu11fiSSh"
0,0,0,1,0,1,"R_3kAkm9vjM6kgnk3"
0,0,0,1,0,1,"R_u1H8QRK8LuifCFP"
0,0,0,1,1,2,"R_2781PKOTb8XZlMd"
0,0,0,1,0,1,"R_27UnjQ3wPuKc9RA"
0,0,1,1,0,2,"R_2YV6HyFx78pSAc6"
0,0,0,1,0,1,"R_31Es2YQDkXttSfb"
1,0,0,0,1,2,"R_3ET2AMN6sPmDxxX"
0,0,1,1,0,2,"R_1mgFBAaRsYCK6Pa"
0,0,0,1,0,1,"R_1itCRIidfUbDIGP"
0,0,0,1,0,1,"R_AMouappwPv6vJXr"
0,0,0,1,0,1,"R_211imq8eEGk849k"
0,0,1,1,0,2,"R_2pPsy3XWY3xOLDu"
1,0,0,0,0,1,"R_09DC4rLFbiBDsbL"
0,0,1,1,0,2,"R_BKwYbPnHnjgBuKd"
0,0,1,1,1,3,"R_2dzE0FYhuOView3"
0,0,0,1,0,1,"R_2Y51E6Bqu20yFfQ"
0,0,0,1,0,1,"R_12ykaGmVW4niD9l"
0,0,1,1,0,2,"R_3EveLHZE4FjQY3S"
0,0,0,1,0,1,"R_3nk4J387nntR8Gg"
0,0,1,1,0,2,"R_3HuhnhJsHJSZcj6"
0,0,0,1,0,1,"R_XufaaxT4D123ZUR"
0,0,0,1,0,1,"R_1MWp54KrFhXGhlv"
0,0,0,1,0,1,"R_3EuM83glSKAFLaF"
0,0,0,1,0,1,"R_2TSPoNfRzozW83f"
0,0,1,1,0,2,"R_CgkpiNxm3VWq9Et"
0,0,1,1,0,2,"R_8kKj5qHYafxHnYB"
0,0,1,1,0,2,"R_vwpRlrzC7Fuvj6p"
0,0,1,1,0,2,"R_Z2FJ60iTEHBm8z7"
1,0,0,0,0,1,"R_usROUdfHrwGJsit"
0,0,0,1,0,1,"R_1pWMkb1MGuIT4Qy"
0,0,0,0,0,0,"R_3PTCSpS63ZeW50Z"
0,0,0,1,0,1,"R_3KrLozQVJdTBxPH"
0,0,0,1,0,1,"R_w7qY9PAf1c8hb8d"
0,0,1,1,0,2,"R_2cyP8icQQrwBmU1"
0,0,0,1,0,1,"R_1hDW4FsgGiNJv9N"
1,0,0,0,1,2,"R_2zwoirYZtfjNB4Y"
0,0,0,0,0,0,"R_3F4ExKBNJ5HIlF9"
1,0,0,1,0,2,"R_1GNYUyBZVctoeEV"
0,0,0,1,0,1,"R_aWvEK4do8pQScw1"
0,0,0,1,0,1,"R_3PFvWpKQeOrYsTz"
0,0,0,1,0,1,"R_2eb4t8Zzm1Dy7tM"
0,0,0,1,0,1,"R_2rH3tdNpmB1IhhE"
0,0,1,1,0,2,"R_1E6zn4xtrwnuMGn"
1,0,0,0,1,2,"R_2tgsbNha4iE9Iuh"
0,0,0,1,0,1,"R_27llnvCLajwGssq"
0,0,0,1,0,1,"R_tXRRDKsfCXFWpHP"
0,0,0,1,0,1,"R_2ctFXM5vrJwckbK"
0,0,0,1,0,1,"R_2tbdXI8JRCxbsfa"
0,0,0,1,0,1,"R_9uGnK4jkrmcCc2B"
0,0,0,1,0,1,"R_28Zd7W2TCE9Bb65"
0,0,0,1,0,1,"R_1DLNDT1z3F4o4Mx"
0,0,0,1,0,1,"R_DAfKN9g6J4LHnnr"
0,0,0,1,0,1,"R_0uFHHHUczhWTzhL"
1,0,1,1,0,3,"R_TqkvpqDf51Seqe5"
1,0,1,1,0,3,"R_32OWpfYMasIiNDY"
0,0,0,1,0,1,"R_1mC8TJ7VTYxOpcu"
0,0,0,1,0,1,"R_2ro60x7thtuwzhh"
0,0,0,1,0,1,"R_21EY3fye2b6AlzW"
1,1,0,1,1,4,"R_2t5wzLePrPubtPy"
0,0,0,1,0,1,"R_3kohBjjALdX0vTJ"
0,0,0,1,0,1,"R_5jsHdvvYxOO0b8B"
0,0,0,1,0,1,"R_3KT5jVHrd7mhDxm"
0,0,0,1,0,1,"R_23erUmsSEqWSEx2"
0,0,0,1,0,1,"R_6XPJ9BGW1VkezZv"
0,0,1,1,0,2,"R_USImkaCujaQA4I9"
0,0,0,1,0,1,"R_OrutU7a36Sz56Jr"
0,0,0,1,0,1,"R_3emKIntDj6adr9L"
0,0,1,0,0,1,"R_3q7ODEpwCCBDReT"
0,0,1,1,0,2,"R_3PhpLZxEi5GPWKO"
0,0,0,1,0,1,"R_2bHqhsqyTIkSZCS"
1,0,1,1,0,3,"R_1jAI0T2JRTEqZiJ"
0,0,0,1,0,1,"R_1d5YC8Do40X4PQ9"
0,0,0,1,0,1,"R_1msfvewWCX5fxos"
0,0,1,1,0,2,"R_1GPNpWMicw6zfN6"
0,0,0,1,0,1,"R_2fJr74oKxtyFP2b"
0,0,1,1,0,2,"R_27gk39RftvcrDeJ"
0,0,0,1,0,1,"R_3iCiUBZlePdvBDI"
0,0,1,0,0,1,"R_2tG980phPhWodYM"
1,0,0,0,1,2,"R_XtboQExTeBW2bOF"
1,0,1,1,0,3,"R_UWT5KcSACNWllbb"
1,0,0,1,0,2,"R_2cu55SdBYkKAHUh"
1,0,0,0,0,1,"R_2zSendx63D4nm9E"
0,0,0,1,0,1,"R_3LdTY0j8qLQsst3"
0,0,0,1,0,1,"R_1f8DyvIcJsJ65nN"
0,0,0,1,0,1,"R_3EF1hXHEuE5gdws"
0,0,1,1,0,2,"R_1ifUKpr0ii7O8nH"
0,0,1,1,0,2,"R_3OiWkeh6p4fALvD"
0,0,0,1,0,1,"R_1P5CX9lH2K0EpqA"
0,0,1,1,0,2,"R_z1ZwRigoO1ayvwR"
0,0,1,1,0,2,"R_0uCGyWLpNDHbQ5z"
0,0,0,1,0,1,"R_3lSKXUhv2Z2PBLU"
0,0,0,0,0,0,"R_2dxKUy5rvOH7BIM"
0,0,0,1,0,1,"R_DvkU1M6mltkItuF"
0,0,1,1,0,2,"R_YPpkN8jMujrd0ch"
0,0,0,1,0,1,"R_CmlVYWqVXyGkdWx"
0,0,0,1,0,1,"R_R9buUmRkQ6dZnAB"
0,0,0,0,0,0,"R_1MWemlEa1KZoNIq"
0,0,0,1,0,1,"R_bxXjGwzleWfDxGV"
0,0,1,1,0,2,"R_2QKZuDgFx7iTzMd"
0,0,0,1,0,1,"R_41w9eD5mzl56yiZ"
0,0,0,1,0,1,"R_1dNspl58yIz68KR"
0,0,1,1,0,2,"R_3Oe7VGBFzzoSlk8"
1,0,0,1,0,2,"R_3JydivAF4unTIU3"
1,0,0,1,0,2,"R_2rYJruCkymy6vCO"
0,0,1,1,0,2,"R_3kcfHb1Z8RQ1kz2"
0,0,0,1,0,1,"R_2PoEj4XOF1tq7ne"
0,0,0,1,0,1,"R_1Icodz4XbF9m4r8"
0,0,0,1,0,1,"R_BKUmDtNlaa6Ebm1"
0,0,0,1,0,1,"R_1P7Q1j7ltal9gJt"
0,0,0,1,0,1,"R_2WAK29FHd5cDmjg"
0,0,0,0,0,0,"R_2OSXW6jpec69Qzj"
0,0,1,1,0,2,"R_2CwXafZvBZOKiph"
0,0,0,0,1,1,"R_2QlJVGB1kEddw6x"
0,0,0,1,0,1,"R_2VfKjPEgBvq2uYt"
0,0,0,1,0,1,"R_pEQcybmJU6Cohfr"
0,0,0,1,0,1,"R_1jOP9ZC54bYs4yB"
0,0,0,1,0,1,"R_3iOqvcrpEo4Ea8Y"
0,0,0,0,0,0,"R_1dfNdKtgLpQ0hAp"
0,0,1,1,0,2,"R_r7tsIsb85ExIJvX"
0,0,1,1,0,2,"R_ykhSGNbTXCx4CKR"
0,0,0,1,0,1,"R_3nCuM4heJiAfOjd"
1,0,0,1,1,3,"R_2zqBsRuv6a7zgyD"
0,0,0,1,0,1,"R_1rw4e3Hx8SLatTO"
0,0,0,1,0,1,"R_2B8m26VTGKvu04E"
0,0,0,1,0,1,"R_2ASBCKjwsc7k7xM"
0,0,0,1,0,1,"R_d0w8bSOEJyKVAUF"
0,0,0,1,1,2,"R_RxngPTuMX59LW9j"
0,0,0,1,0,1,"R_1dbi7JCx0Wgb7uo"
0,0,0,1,0,1,"R_1gBbN37Uu4AA6UJ"
0,0,1,1,0,2,"R_egtJVcNCy5Ms5hL"
1,1,0,1,0,3,"R_2wFw2K4WF6ROoMg"
0,0,0,1,0,1,"R_AvTrUOVBVrmPMyZ"
0,0,0,1,0,1,"R_3h57b009N6fk0j2"
1,0,0,0,1,2,"R_1juYp9FVApBPw3m"
0,0,0,1,0,1,"R_sNJ2ImYtUDkdVRL"
0,0,0,1,0,1,"R_2XhCgp2v2MzhufX"
0,0,1,1,0,2,"R_RakYvBlHqYKD54J"
0,0,0,1,0,1,"R_32LdKcxmPwOdypF"
0,0,0,1,0,1,"R_1OV4Y3CXH7Hc79A"
0,0,0,1,0,1,"R_1GZmfjVbUejZnkA"
1,0,1,1,1,4,"R_Q62JGyzlldeMdjj"
0,0,0,1,0,1,"R_vNBmDwsUcHiMwUh"
0,0,1,1,0,2,"R_25L0L3mTM9mv34o"
1,0,0,0,1,2,"R_3kIlIDn7gDSXVRH"
0,0,0,1,0,1,"R_1hNlgwOIM3vUMV2"
0,0,0,1,0,1,"R_2WPbprg80vNHMyF"
1,0,0,1,0,2,"R_2a8kffSPYoz7FI7"
1,0,0,0,1,2,"R_5pCHz7aCAHCy11L"
0,0,1,1,0,2,"R_24NU1ZYBocOktBY"
0,0,0,1,0,1,"R_3hfoNhIKxjrMt65"
